# Created by Octave 3.2.4, Tue May 14 15:11:59 2013 ART <ulises@ulises-W240HU-W250HUQ>
# name: q
# type: matrix
# rows: 76
# columns: 2
 0 3.910064697265625e-05
 0 0.001944065093994141
 0 0.004253149032592773
 0 0.006810903549194336
 0 0.009414911270141602
 0 0.01266098022460938
 0 0.01596403121948242
 0 0.02073192596435547
 0 0.02244281768798828
 0 0.02635312080383301
 0 0.03245711326599121
 0 0.03590512275695801
 0 0.04067111015319824
 0 0.04582118988037109
 0 0.05146694183349609
 0 0.05693888664245605
 0 0.06261897087097168
 0 0.07065606117248535
 0 0.0780029296875
 0 0.08243083953857422
 0 0.09031105041503906
 0 0.09656500816345215
 0 0.1043992042541504
 0 0.1126809120178223
 0 0.1198129653930664
 0 0.1300210952758789
 0 0.1372778415679932
 0 0.1504619121551514
 0 0.1558530330657959
 0 0.1666879653930664
 0 0.1775820255279541
 0 0.1851980686187744
 0 0.1958580017089844
 0 0.2080390453338623
 0 0.2166080474853516
 0 0.2374181747436523
 0 0.240339994430542
 0 0.2555408477783203
 0 0.2648229598999023
 0 0.2762649059295654
 0 0.289780855178833
 0 0.3029530048370361
 0 0.3170650005340576
 0 0.3279290199279785
 0 0.3465218544006348
 0 0.3589348793029785
 0 0.3714008331298828
 0 0.3916590213775635
 0 0.4002940654754639
 0 0.4184749126434326
 0 0.4313509464263916
 0 0.444389820098877
 0 0.461594820022583
 0 0.4870238304138184
 0 0.4960651397705078
 0 0.5103669166564941
 0 0.5293691158294678
 0 0.5518980026245117
 0 0.5655319690704346
 0 0.5836219787597656
 0 0.5990359783172607
 0 0.6228091716766357
 0 0.6372289657592773
 0 0.65606689453125
 0 0.677894115447998
 0 0.6970138549804688
 0 0.7181940078735352
 0 0.7356350421905518
 0 0.7567169666290283
 0 0.775738000869751
 0 0.7946491241455078
 0 0.8136119842529297
 0 0.8363800048828125
 0 0.8585810661315918
 0 0.8762099742889404
 0 0.903001070022583
