# Created by Octave 3.2.4, Fri Jun 07 12:07:56 2013 ART <ulises@ulises-W240HU-W250HUQ>
# name: x
# type: matrix
# rows: 1501
# columns: 2
 1 0
 0.9999605208029461 0.006282937252068718
 0.9998815631876107 0.01256537838411485
 0.9997631294908971 0.01884707533120599
 0.9996052236076847 0.02512778003816419
 0.9994078509906148 0.03140724446933565
 0.9991710186498152 0.03768522061835466
 0.9988947351525627 0.04396146051790137
 0.9985790106228857 0.05023571624945298
 0.9982238567411065 0.05650773995302803
 0.9978292867433213 0.06277728383692337
 0.9973953154208214 0.06904410018744347
 0.996921959119453 0.07530794137862167
 0.9964092357389177 0.08156855988193304
 0.995857164732012 0.08782570827599849
 0.9952657671038071 0.09407913925627963
 0.9946350654107687 0.1003286056447642
 0.9939650837598186 0.1065738603996417
 0.993255847807334 0.1128146566249687
 0.9925073847580899 0.1190507475803236
 0.9917197233641406 0.1252818866904503
 0.9908928939236431 0.131507827554891
 0.9900269282796212 0.137728323957607
 0.9891218598186705 0.1439431298765875
 0.9881777234696049 0.1501519994934463
 0.9871945557020443 0.1563546872030056
 0.986172394524945 0.1625509476228671
 0.9851112794850705 0.1687405356029695
 0.9840112516654048 0.1749232062351319
 0.9828723536835087 0.1810987148625842
 0.9816946296898162 0.1872668170894825
 0.9804781253658761 0.1934272687904091
 0.9792228879225333 0.1995798261198594
 0.9779289660980551 0.2057242455217112
 0.9765964101562001 0.2118602837386802
 0.9752252718842286 0.217987697821758
 0.9738156045908583 0.2241062451396353
 0.972367463104162 0.2302156833881068
 0.9708809037694097 0.2363157705994604
 0.9693559844468541 0.2424062651518489
 0.9677927645094607 0.2484869257786434
 0.9661913048405808 0.25455751157777
 0.96455166783157 0.2606177820210268
 0.9628739173793509 0.2666674969633842
 0.9611581188839203 0.2727064166522646
 0.9594043392458012 0.2787343017368041
 0.9576126468634397 0.2847509132770947
 0.9557831116305486 0.2907560127534061
 0.9539158049333941 0.2967493620753886
 0.9520107996480301 0.3027307235912545
 0.9500681701374769 0.3086998600969398
 0.9480879922488468 0.3146565348452447
 0.9460703433104158 0.3206005115549528
 0.9440153021286414 0.326531554419929
 0.9419229489851269 0.332449428118196
 0.9397933656335329 0.338353897820988
 0.9376266352964353 0.3442447292017828
 0.9354228426621309 0.3501216884453111
 0.9331820738813906 0.3559845422565429
 0.9309044165641587 0.3618330578696507
 0.9285899597762013 0.3676670030569498
 0.9262387940357034 0.3734861461378143
 0.923851011309812 0.3792902559875698
 0.9214267050111292 0.3850791020463611
 0.9189659699941535 0.3908524543279967
 0.9164689025516689 0.396610083428767
